Vendor,"GRAPHTEC Corporation"
Model,"GL840"
Version,"Ver1.31  "
MaxChannel,20
GSStartCH,20
WLStartCH,20
MaxLogicChannel,4
Logic/Pulse,Off,Off,Off,Off,Off,Off,Off
TempUnit,C
Sampling interval,100ms
Total data points,6079      
Trigger,0         
Start time,2026-02-27,13:07:35
End time,2026-02-27,13:17:43
Trigger time,2026-02-27,13:07:35
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1,"Z1","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],0,13,23,0
CH2,"Z2","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,5,6,0
CH3,"Z3","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],9,22,8,0
CH4,"IC6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],21,0,21,0
CH5,"L6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,16,2,0
CH6,"T19","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],5,23,30,0
CH10,"CH10","M",DC,5V,,Off,+2.500,-2.500,[V],19,27,0,0
CH11,"CH11","M",DC,1-5V,,Off,+5.000,+1.000,[V],28,5,6,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH10,CH11,Alarm1-10,Alarm11-20,AlarmOut
      5299,2026/02/27 13:16:24,800,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.60,+ 45.15,+ 1.617,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5300,2026/02/27 13:16:24,900,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.15,+ 1.617,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5301,2026/02/27 13:16:25,  0,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.60,+ 45.10,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5302,2026/02/27 13:16:25,100,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.10,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5303,2026/02/27 13:16:25,200,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.15,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5304,2026/02/27 13:16:25,300,+ 67.60,+ 48.10,+ 45.95,+ 48.20,+ 46.55,+ 45.10,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5305,2026/02/27 13:16:25,400,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.10,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5306,2026/02/27 13:16:25,500,+ 67.60,+ 48.10,+ 45.95,+ 48.20,+ 46.50,+ 45.10,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5307,2026/02/27 13:16:25,600,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.15,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5308,2026/02/27 13:16:25,700,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.15,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5309,2026/02/27 13:16:25,800,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.10,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5310,2026/02/27 13:16:25,900,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.10,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5311,2026/02/27 13:16:26,  0,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.10,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5312,2026/02/27 13:16:26,100,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.15,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5313,2026/02/27 13:16:26,200,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.15,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5314,2026/02/27 13:16:26,300,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.55,+ 45.15,+ 1.618,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5315,2026/02/27 13:16:26,400,+ 67.60,+ 48.10,+ 46.00,+ 48.20,+ 46.60,+ 45.15,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5316,2026/02/27 13:16:26,500,+ 67.65,+ 48.10,+ 46.00,+ 48.20,+ 46.60,+ 45.15,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5317,2026/02/27 13:16:26,600,+ 67.65,+ 48.15,+ 46.05,+ 48.25,+ 46.60,+ 45.25,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5318,2026/02/27 13:16:26,700,+ 67.70,+ 48.15,+ 46.05,+ 48.25,+ 46.60,+ 45.20,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5319,2026/02/27 13:16:26,800,+ 67.65,+ 48.15,+ 46.05,+ 48.25,+ 46.60,+ 45.20,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5320,2026/02/27 13:16:26,900,+ 67.65,+ 48.15,+ 46.05,+ 48.25,+ 46.60,+ 45.20,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5321,2026/02/27 13:16:27,  0,+ 67.65,+ 48.15,+ 46.05,+ 48.25,+ 46.60,+ 45.20,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5322,2026/02/27 13:16:27,100,+ 67.65,+ 48.15,+ 46.05,+ 48.30,+ 46.60,+ 45.20,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5323,2026/02/27 13:16:27,200,+ 67.65,+ 48.10,+ 46.05,+ 48.25,+ 46.60,+ 45.20,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5324,2026/02/27 13:16:27,300,+ 67.70,+ 48.15,+ 46.05,+ 48.30,+ 46.60,+ 45.20,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5325,2026/02/27 13:16:27,400,+ 67.70,+ 48.20,+ 46.05,+ 48.30,+ 46.60,+ 45.25,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5326,2026/02/27 13:16:27,500,+ 67.70,+ 48.15,+ 46.05,+ 48.30,+ 46.60,+ 45.25,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5327,2026/02/27 13:16:27,600,+ 67.65,+ 48.20,+ 46.05,+ 48.25,+ 46.60,+ 45.25,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5328,2026/02/27 13:16:27,700,+ 67.70,+ 48.15,+ 46.05,+ 48.30,+ 46.60,+ 45.25,+ 1.619,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5329,2026/02/27 13:16:27,800,+ 67.70,+ 48.15,+ 46.05,+ 48.30,+ 46.60,+ 45.20,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5330,2026/02/27 13:16:27,900,+ 67.70,+ 48.15,+ 46.10,+ 48.35,+ 46.60,+ 45.25,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5331,2026/02/27 13:16:28,  0,+ 67.70,+ 48.20,+ 46.05,+ 48.35,+ 46.60,+ 45.25,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5332,2026/02/27 13:16:28,100,+ 67.70,+ 48.15,+ 46.05,+ 48.30,+ 46.60,+ 45.25,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5333,2026/02/27 13:16:28,200,+ 67.70,+ 48.20,+ 46.10,+ 48.35,+ 46.60,+ 45.25,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5334,2026/02/27 13:16:28,300,+ 67.70,+ 48.20,+ 46.10,+ 48.35,+ 46.60,+ 45.25,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5335,2026/02/27 13:16:28,400,+ 67.75,+ 48.20,+ 46.05,+ 48.35,+ 46.60,+ 45.25,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5336,2026/02/27 13:16:28,500,+ 67.70,+ 48.20,+ 46.10,+ 48.35,+ 46.60,+ 45.25,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5337,2026/02/27 13:16:28,600,+ 67.70,+ 48.20,+ 46.05,+ 48.35,+ 46.60,+ 45.25,+ 1.620,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5338,2026/02/27 13:16:28,700,+ 67.75,+ 48.20,+ 46.10,+ 48.30,+ 46.60,+ 45.25,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5339,2026/02/27 13:16:28,800,+ 67.75,+ 48.20,+ 46.10,+ 48.35,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5340,2026/02/27 13:16:28,900,+ 67.70,+ 48.20,+ 46.10,+ 48.35,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5341,2026/02/27 13:16:29,  0,+ 67.75,+ 48.20,+ 46.10,+ 48.35,+ 46.60,+ 45.25,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5342,2026/02/27 13:16:29,100,+ 67.75,+ 48.20,+ 46.10,+ 48.35,+ 46.60,+ 45.25,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5343,2026/02/27 13:16:29,200,+ 67.75,+ 48.25,+ 46.10,+ 48.35,+ 46.60,+ 45.25,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5344,2026/02/27 13:16:29,300,+ 67.75,+ 48.20,+ 46.10,+ 48.40,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5345,2026/02/27 13:16:29,400,+ 67.75,+ 48.20,+ 46.15,+ 48.40,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5346,2026/02/27 13:16:29,500,+ 67.75,+ 48.25,+ 46.15,+ 48.40,+ 46.60,+ 45.35,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5347,2026/02/27 13:16:29,600,+ 67.70,+ 48.20,+ 46.10,+ 48.40,+ 46.60,+ 45.25,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5348,2026/02/27 13:16:29,700,+ 67.70,+ 48.20,+ 46.15,+ 48.40,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5349,2026/02/27 13:16:29,800,+ 67.75,+ 48.20,+ 46.15,+ 48.40,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5350,2026/02/27 13:16:29,900,+ 67.75,+ 48.25,+ 46.15,+ 48.40,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5351,2026/02/27 13:16:30,  0,+ 67.75,+ 48.25,+ 46.10,+ 48.40,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5352,2026/02/27 13:16:30,100,+ 67.75,+ 48.25,+ 46.20,+ 48.40,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5353,2026/02/27 13:16:30,200,+ 67.80,+ 48.20,+ 46.15,+ 48.35,+ 46.60,+ 45.30,+ 1.621,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5354,2026/02/27 13:16:30,300,+ 67.80,+ 48.20,+ 46.15,+ 48.40,+ 46.65,+ 45.30,+ 1.622,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5355,2026/02/27 13:16:30,400,+ 67.80,+ 48.30,+ 46.15,+ 48.45,+ 46.65,+ 45.30,+ 1.622,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5356,2026/02/27 13:16:30,500,+ 67.75,+ 48.25,+ 46.15,+ 48.40,+ 46.65,+ 45.30,+ 1.622,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5357,2026/02/27 13:16:30,600,+ 67.75,+ 48.25,+ 46.15,+ 48.40,+ 46.65,+ 45.35,+ 1.622,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5358,2026/02/27 13:16:30,700,+ 67.75,+ 48.20,+ 46.15,+ 48.45,+ 46.65,+ 45.30,+ 1.622,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5359,2026/02/27 13:16:30,800,+ 67.75,+ 48.20,+ 46.15,+ 48.45,+ 46.65,+ 45.35,+ 1.623,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5360,2026/02/27 13:16:30,900,+ 67.80,+ 48.25,+ 46.20,+ 48.45,+ 46.65,+ 45.35,+ 1.622,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5361,2026/02/27 13:16:31,  0,+ 67.75,+ 48.25,+ 46.20,+ 48.45,+ 46.65,+ 45.35,+ 1.622,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5362,2026/02/27 13:16:31,100,+ 67.80,+ 48.25,+ 46.20,+ 48.45,+ 46.65,+ 45.30,+ 1.623,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5363,2026/02/27 13:16:31,200,+ 67.80,+ 48.25,+ 46.20,+ 48.45,+ 46.65,+ 45.30,+ 1.623,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5364,2026/02/27 13:16:31,300,+ 67.85,+ 48.20,+ 46.15,+ 48.50,+ 46.70,+ 45.30,+ 1.623,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5365,2026/02/27 13:16:31,400,+ 67.80,+ 48.25,+ 46.15,+ 48.50,+ 46.65,+ 45.35,+ 1.623,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5366,2026/02/27 13:16:31,500,+ 67.80,+ 48.25,+ 46.20,+ 48.50,+ 46.65,+ 45.35,+ 1.623,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5367,2026/02/27 13:16:31,600,+ 67.75,+ 48.25,+ 46.20,+ 48.50,+ 46.70,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5368,2026/02/27 13:16:31,700,+ 67.85,+ 48.25,+ 46.20,+ 48.50,+ 46.65,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5369,2026/02/27 13:16:31,800,+ 67.80,+ 48.30,+ 46.20,+ 48.50,+ 46.65,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5370,2026/02/27 13:16:31,900,+ 67.80,+ 48.25,+ 46.20,+ 48.50,+ 46.70,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5371,2026/02/27 13:16:32,  0,+ 67.85,+ 48.30,+ 46.20,+ 48.50,+ 46.70,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5372,2026/02/27 13:16:32,100,+ 67.85,+ 48.25,+ 46.20,+ 48.50,+ 46.70,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5373,2026/02/27 13:16:32,200,+ 67.80,+ 48.25,+ 46.20,+ 48.50,+ 46.70,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5374,2026/02/27 13:16:32,300,+ 67.85,+ 48.30,+ 46.20,+ 48.50,+ 46.70,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5375,2026/02/27 13:16:32,400,+ 67.85,+ 48.25,+ 46.20,+ 48.50,+ 46.70,+ 45.35,+ 1.625,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5376,2026/02/27 13:16:32,500,+ 67.85,+ 48.25,+ 46.20,+ 48.50,+ 46.70,+ 45.35,+ 1.625,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5377,2026/02/27 13:16:32,600,+ 67.80,+ 48.25,+ 46.25,+ 48.50,+ 46.70,+ 45.35,+ 1.625,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5378,2026/02/27 13:16:32,700,+ 67.85,+ 48.25,+ 46.25,+ 48.50,+ 46.65,+ 45.35,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5379,2026/02/27 13:16:32,800,+ 67.85,+ 48.25,+ 46.20,+ 48.45,+ 46.75,+ 45.35,+ 1.625,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5380,2026/02/27 13:16:32,900,+ 67.85,+ 48.25,+ 46.20,+ 48.50,+ 46.75,+ 45.35,+ 1.625,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5381,2026/02/27 13:16:33,  0,+ 67.85,+ 48.30,+ 46.25,+ 48.50,+ 46.70,+ 45.40,+ 1.624,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5382,2026/02/27 13:16:33,100,+ 67.85,+ 48.30,+ 46.20,+ 48.50,+ 46.75,+ 45.35,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5383,2026/02/27 13:16:33,200,+ 67.85,+ 48.30,+ 46.25,+ 48.50,+ 46.75,+ 45.40,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5384,2026/02/27 13:16:33,300,+ 67.85,+ 48.25,+ 46.25,+ 48.55,+ 46.70,+ 45.35,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5385,2026/02/27 13:16:33,400,+ 67.85,+ 48.25,+ 46.20,+ 48.50,+ 46.75,+ 45.40,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5386,2026/02/27 13:16:33,500,+ 67.85,+ 48.30,+ 46.25,+ 48.55,+ 46.75,+ 45.40,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5387,2026/02/27 13:16:33,600,+ 67.85,+ 48.30,+ 46.25,+ 48.50,+ 46.75,+ 45.40,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5388,2026/02/27 13:16:33,700,+ 67.85,+ 48.30,+ 46.25,+ 48.50,+ 46.75,+ 45.40,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5389,2026/02/27 13:16:33,800,+ 67.85,+ 48.30,+ 46.20,+ 48.50,+ 46.75,+ 45.40,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5390,2026/02/27 13:16:33,900,+ 67.85,+ 48.30,+ 46.20,+ 48.55,+ 46.75,+ 45.40,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5391,2026/02/27 13:16:34,  0,+ 67.85,+ 48.30,+ 46.20,+ 48.50,+ 46.75,+ 45.40,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5392,2026/02/27 13:16:34,100,+ 67.85,+ 48.30,+ 46.20,+ 48.50,+ 46.75,+ 45.40,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5393,2026/02/27 13:16:34,200,+ 67.85,+ 48.30,+ 46.25,+ 48.55,+ 46.70,+ 45.40,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5394,2026/02/27 13:16:34,300,+ 67.85,+ 48.25,+ 46.25,+ 48.50,+ 46.75,+ 45.40,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5395,2026/02/27 13:16:34,400,+ 67.85,+ 48.30,+ 46.30,+ 48.50,+ 46.75,+ 45.45,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5396,2026/02/27 13:16:34,500,+ 67.85,+ 48.30,+ 46.25,+ 48.55,+ 46.80,+ 45.45,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5397,2026/02/27 13:16:34,600,+ 67.85,+ 48.30,+ 46.25,+ 48.55,+ 46.75,+ 45.40,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5398,2026/02/27 13:16:34,700,+ 67.85,+ 48.30,+ 46.25,+ 48.55,+ 46.75,+ 45.45,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5399,2026/02/27 13:16:34,800,+ 67.90,+ 48.30,+ 46.25,+ 48.55,+ 46.80,+ 45.40,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5400,2026/02/27 13:16:34,900,+ 67.85,+ 48.30,+ 46.20,+ 48.55,+ 46.75,+ 45.45,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5401,2026/02/27 13:16:35,  0,+ 67.90,+ 48.30,+ 46.25,+ 48.55,+ 46.80,+ 45.45,+ 1.626,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5402,2026/02/27 13:16:35,100,+ 67.85,+ 48.30,+ 46.25,+ 48.55,+ 46.80,+ 45.45,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5403,2026/02/27 13:16:35,200,+ 67.90,+ 48.30,+ 46.30,+ 48.55,+ 46.80,+ 45.40,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5404,2026/02/27 13:16:35,300,+ 67.90,+ 48.30,+ 46.30,+ 48.55,+ 46.80,+ 45.45,+ 1.628,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5405,2026/02/27 13:16:35,400,+ 67.90,+ 48.30,+ 46.25,+ 48.55,+ 46.75,+ 45.45,+ 1.628,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5406,2026/02/27 13:16:35,500,+ 67.90,+ 48.30,+ 46.30,+ 48.50,+ 46.80,+ 45.50,+ 1.627,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5407,2026/02/27 13:16:35,600,+ 67.90,+ 48.30,+ 46.30,+ 48.60,+ 46.80,+ 45.45,+ 1.628,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5408,2026/02/27 13:16:35,700,+ 67.90,+ 48.30,+ 46.20,+ 48.55,+ 46.80,+ 45.45,+ 1.628,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5409,2026/02/27 13:16:35,800,+ 67.90,+ 48.30,+ 46.30,+ 48.60,+ 46.80,+ 45.45,+ 1.628,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5410,2026/02/27 13:16:35,900,+ 67.90,+ 48.30,+ 46.30,+ 48.60,+ 46.80,+ 45.45,+ 1.628,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5411,2026/02/27 13:16:36,  0,+ 67.90,+ 48.30,+ 46.25,+ 48.55,+ 46.80,+ 45.45,+ 1.628,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5412,2026/02/27 13:16:36,100,+ 67.90,+ 48.30,+ 46.25,+ 48.55,+ 46.80,+ 45.50,+ 1.628,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5413,2026/02/27 13:16:36,200,+ 67.95,+ 48.30,+ 46.25,+ 48.55,+ 46.80,+ 45.45,+ 1.628,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5414,2026/02/27 13:16:36,300,+ 67.90,+ 48.30,+ 46.25,+ 48.60,+ 46.80,+ 45.50,+ 1.628,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5415,2026/02/27 13:16:36,400,+ 67.95,+ 48.30,+ 46.25,+ 48.65,+ 46.80,+ 45.50,+ 1.628,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5416,2026/02/27 13:16:36,500,+ 67.95,+ 48.35,+ 46.30,+ 48.60,+ 46.80,+ 45.50,+ 1.628,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5417,2026/02/27 13:16:36,600,+ 67.95,+ 48.30,+ 46.25,+ 48.55,+ 46.80,+ 45.50,+ 1.628,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5418,2026/02/27 13:16:36,700,+ 67.95,+ 48.30,+ 46.30,+ 48.60,+ 46.80,+ 45.50,+ 1.625,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5419,2026/02/27 13:16:36,800,+ 68.00,+ 48.30,+ 46.25,+ 48.60,+ 46.80,+ 45.50,+ 1.627,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5420,2026/02/27 13:16:36,900,+ 67.95,+ 48.30,+ 46.30,+ 48.60,+ 46.80,+ 45.55,+ 1.627,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5421,2026/02/27 13:16:37,  0,+ 68.00,+ 48.30,+ 46.30,+ 48.60,+ 46.80,+ 45.50,+ 1.625,+ 0.938,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5422,2026/02/27 13:16:37,100,+ 68.00,+ 48.30,+ 46.30,+ 48.60,+ 46.80,+ 45.55,+ 1.627,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5423,2026/02/27 13:16:37,200,+ 68.00,+ 48.30,+ 46.25,+ 48.60,+ 46.80,+ 45.55,+ 1.626,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5424,2026/02/27 13:16:37,300,+ 68.00,+ 48.30,+ 46.25,+ 48.60,+ 46.80,+ 45.60,+ 1.626,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5425,2026/02/27 13:16:37,400,+ 67.95,+ 48.30,+ 46.25,+ 48.60,+ 46.80,+ 45.55,+ 1.626,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5426,2026/02/27 13:16:37,500,+ 67.95,+ 48.30,+ 46.30,+ 48.60,+ 46.80,+ 45.55,+ 1.626,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5427,2026/02/27 13:16:37,600,+ 68.00,+ 48.35,+ 46.30,+ 48.60,+ 46.80,+ 45.55,+ 1.626,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
